sentiment,text
neg,"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles ."
pos,writer/director mark romanek spotlights the underlying caste system in america . it's a scathing portrayal .
neg,"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin ."
neg,"there's nothing exactly wrong here , but there's not nearly enough that's right ."
pos,"though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years ."
neg,obstacles are too easily overcome and there isn't much in the way of character development in the script .
neg,"sometimes this modest little number clicks , and sometimes it doesn't ."
pos," . . . once the true impact of the day unfolds , the power of this movie is undeniable ."
neg,"anemic , pretentious ."
neg,a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .
neg,"yet another movie which presumes that high school social groups are at war , let alone conscious of each other's existence ."
pos,"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u . s . -- a major director is emerging in world cinema ."
pos,"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear ."
neg,"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new ."
neg,the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory .
neg,dripping with cliche and bypassing no opportunity to trivialize the material .
neg,"stinks from start to finish , like a wet burlap sack of gloom ."
pos,"it's a lovely , eerie film that casts an odd , rapt spell ."
neg,"what goes on for the 110 minutes of "" panic room "" is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals ."
neg,"unfortunately , as a writer , mr . montias isn't nearly as good to his crew as he is as a director or actor ."
neg,a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .
neg,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it's icky ."
pos,an imaginative comedy/thriller .
neg,"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that's sultry linda fiorentino doing the same thing ."
neg,"complete lack of originality , cleverness or even visible effor"
neg,  is an arthritic attempt at directing by callie khouri . i had to look away - this was god awful .
pos,"we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher ."
pos,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere ."
pos,"jirí hubac's script is a gem . his characters are engaging , intimate and the dialogue is realistic and greatly moving . the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . ."
pos,i liked this film a lot . . .
neg,"the gags , and the script , are a mixed bag ."
neg,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .
pos,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are ."
pos,this is carion's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .
neg,"although huppert's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun ."
pos,"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism ."
